news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_GIOT-P,BUY_LUIS-T1,BUY_GIOT-P,SELL_LUIS-T1
6,1,180,,SPOT PRICE AND VOLUMES FOR DAY 2,The Regulatory Authority for Electricity board decided that on day 2 the following prices and volumes will be enforced:<br><br>364 contracts are available for market participants to buy at a price of $20.77<br><br>364 contracts are available for market participants to sell at a price of $20.76,,,,,,,,,,,,,
5,1,149,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $13.46 and $23.46.<br><br>There will be 728 contracts available in the entire ELEC market, 364 contracts for buying and 364 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent",,,,,,,,,,,,,
4,1,39,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to BUY electricity from the local market.,,,,,,,,,,,,,
3,1,1,,You are logged in as a TRADER,,,,,,,,,,,,,,
2,1,1,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",,,,,,,,,,,,,
1,1,1,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,,,,,,,,,,,,,
13,4,39,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to BUY electricity from the local market.,105.0,2026-02-01 05:36:31.959059,NG,2.22,2.2,2.24,800000.0,800000.0,,,0.0,0.0,0.0
12,3,180,,SPOT PRICE AND VOLUMES FOR DAY 4,The Regulatory Authority for Electricity board decided that on day 4 the following prices and volumes will be enforced:<br><br>402 contracts are available for market participants to buy at a price of $18.31<br><br>402 contracts are available for market participants to sell at a price of $18.30,105.0,2026-02-01 05:36:31.959059,ELEC-day2,0.0,0.0,0.0,,,,,0.0,0.0,0.0
11,3,149,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $17.65 and $22.65.<br><br>There will be 804 contracts available in the entire ELEC market, 402 contracts for buying and 402 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent",105.0,2026-02-01 05:36:31.959059,ELEC-day3,0.0,0.0,0.0,,,,,0.0,0.0,0.0
10,3,1,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to SELL electricity into the local market.,105.0,2026-02-01 05:36:31.959059,ELEC-day4,0.0,18.3,18.31,402.0,402.0,,,0.0,0.0,0.0
9,2,180,,SPOT PRICE AND VOLUMES FOR DAY 3,The Regulatory Authority for Electricity board decided that on day 3 the following prices and volumes will be enforced:<br><br>364 contracts are available for market participants to buy at a price of $20.77<br><br>364 contracts are available for market participants to sell at a price of $20.76,105.0,2026-02-01 05:36:31.959059,ELEC-day5,0.0,0.0,0.0,,,,,0.0,0.0,0.0
8,2,149,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $19.96 and $27.96.<br><br>There will be 728 contracts available in the entire ELEC market, 364 contracts for buying and 364 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent",105.0,2026-02-01 05:36:31.959059,ELEC-day6,0.0,0.0,0.0,,,,,0.0,0.0,0.0
7,2,14,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to SELL electricity into the local market.,105.0,2026-02-01 05:36:31.959059,ELEC-F,71.0,5.0,49.0,,,50.0,60.0,0.0,0.0,0.0
6,1,180,,SPOT PRICE AND VOLUMES FOR DAY 2,The Regulatory Authority for Electricity board decided that on day 2 the following prices and volumes will be enforced:<br><br>364 contracts are available for market participants to buy at a price of $20.77<br><br>364 contracts are available for market participants to sell at a price of $20.76,,,,,,,,,,,,,
5,1,149,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $13.46 and $23.46.<br><br>There will be 728 contracts available in the entire ELEC market, 364 contracts for buying and 364 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent",,,,,,,,,,,,,
4,1,39,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to BUY electricity from the local market.,,,,,,,,,,,,,
3,1,1,,You are logged in as a TRADER,,,,,,,,,,,,,,
2,1,1,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",,,,,,,,,,,,,
1,1,1,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,,,,,,,,,,,,,
13,4,39,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to BUY electricity from the local market.,106.0,2026-02-01 05:36:32.994623,NG,2.22,2.2,2.24,800000.0,800000.0,,,0.0,0.0,0.0
12,3,180,,SPOT PRICE AND VOLUMES FOR DAY 4,The Regulatory Authority for Electricity board decided that on day 4 the following prices and volumes will be enforced:<br><br>402 contracts are available for market participants to buy at a price of $18.31<br><br>402 contracts are available for market participants to sell at a price of $18.30,106.0,2026-02-01 05:36:32.994623,ELEC-day2,0.0,0.0,0.0,,,,,0.0,0.0,0.0
11,3,149,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $17.65 and $22.65.<br><br>There will be 804 contracts available in the entire ELEC market, 402 contracts for buying and 402 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent",106.0,2026-02-01 05:36:32.994623,ELEC-day3,0.0,0.0,0.0,,,,,0.0,0.0,0.0
10,3,1,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to SELL electricity into the local market.,106.0,2026-02-01 05:36:32.994623,ELEC-day4,0.0,18.3,18.31,402.0,402.0,,,0.0,0.0,0.0
9,2,180,,SPOT PRICE AND VOLUMES FOR DAY 3,The Regulatory Authority for Electricity board decided that on day 3 the following prices and volumes will be enforced:<br><br>364 contracts are available for market participants to buy at a price of $20.77<br><br>364 contracts are available for market participants to sell at a price of $20.76,106.0,2026-02-01 05:36:32.994623,ELEC-day5,0.0,0.0,0.0,,,,,0.0,0.0,0.0
8,2,149,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $19.96 and $27.96.<br><br>There will be 728 contracts available in the entire ELEC market, 364 contracts for buying and 364 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent",106.0,2026-02-01 05:36:32.994623,ELEC-day6,0.0,0.0,0.0,,,,,0.0,0.0,0.0
7,2,14,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to SELL electricity into the local market.,106.0,2026-02-01 05:36:32.994623,ELEC-F,71.0,5.0,49.0,,,50.0,60.0,0.0,0.0,0.0
6,1,180,,SPOT PRICE AND VOLUMES FOR DAY 2,The Regulatory Authority for Electricity board decided that on day 2 the following prices and volumes will be enforced:<br><br>364 contracts are available for market participants to buy at a price of $20.77<br><br>364 contracts are available for market participants to sell at a price of $20.76,,,,,,,,,,,,,
5,1,149,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $13.46 and $23.46.<br><br>There will be 728 contracts available in the entire ELEC market, 364 contracts for buying and 364 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent",,,,,,,,,,,,,
4,1,39,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to BUY electricity from the local market.,,,,,,,,,,,,,
3,1,1,,You are logged in as a TRADER,,,,,,,,,,,,,,
2,1,1,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",,,,,,,,,,,,,
1,1,1,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,,,,,,,,,,,,,
13,4,39,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to BUY electricity from the local market.,107.0,2026-02-01 05:36:34.023142,NG,2.22,2.2,2.24,800000.0,800000.0,,,0.0,0.0,0.0
12,3,180,,SPOT PRICE AND VOLUMES FOR DAY 4,The Regulatory Authority for Electricity board decided that on day 4 the following prices and volumes will be enforced:<br><br>402 contracts are available for market participants to buy at a price of $18.31<br><br>402 contracts are available for market participants to sell at a price of $18.30,107.0,2026-02-01 05:36:34.023142,ELEC-day2,0.0,0.0,0.0,,,,,0.0,0.0,0.0
11,3,149,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $17.65 and $22.65.<br><br>There will be 804 contracts available in the entire ELEC market, 402 contracts for buying and 402 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent",107.0,2026-02-01 05:36:34.023142,ELEC-day3,0.0,0.0,0.0,,,,,0.0,0.0,0.0
10,3,1,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to SELL electricity into the local market.,107.0,2026-02-01 05:36:34.023142,ELEC-day4,0.0,18.3,18.31,402.0,402.0,,,0.0,0.0,0.0
9,2,180,,SPOT PRICE AND VOLUMES FOR DAY 3,The Regulatory Authority for Electricity board decided that on day 3 the following prices and volumes will be enforced:<br><br>364 contracts are available for market participants to buy at a price of $20.77<br><br>364 contracts are available for market participants to sell at a price of $20.76,107.0,2026-02-01 05:36:34.023142,ELEC-day5,0.0,0.0,0.0,,,,,0.0,0.0,0.0
8,2,149,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $19.96 and $27.96.<br><br>There will be 728 contracts available in the entire ELEC market, 364 contracts for buying and 364 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent",107.0,2026-02-01 05:36:34.023142,ELEC-day6,0.0,0.0,0.0,,,,,0.0,0.0,0.0
7,2,14,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to SELL electricity into the local market.,107.0,2026-02-01 05:36:34.023142,ELEC-F,71.0,5.0,49.0,,,50.0,60.0,0.0,0.0,0.0
6,1,180,,SPOT PRICE AND VOLUMES FOR DAY 2,The Regulatory Authority for Electricity board decided that on day 2 the following prices and volumes will be enforced:<br><br>364 contracts are available for market participants to buy at a price of $20.77<br><br>364 contracts are available for market participants to sell at a price of $20.76,,,,,,,,,,,,,
5,1,149,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $13.46 and $23.46.<br><br>There will be 728 contracts available in the entire ELEC market, 364 contracts for buying and 364 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent",,,,,,,,,,,,,
4,1,39,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to BUY electricity from the local market.,,,,,,,,,,,,,
3,1,1,,You are logged in as a TRADER,,,,,,,,,,,,,,
2,1,1,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",,,,,,,,,,,,,
1,1,1,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,,,,,,,,,,,,,
13,4,39,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to BUY electricity from the local market.,108.0,2026-02-01 05:36:35.060581,NG,2.21,2.19,2.23,800000.0,800000.0,,,0.0,0.0,0.0
12,3,180,,SPOT PRICE AND VOLUMES FOR DAY 4,The Regulatory Authority for Electricity board decided that on day 4 the following prices and volumes will be enforced:<br><br>402 contracts are available for market participants to buy at a price of $18.31<br><br>402 contracts are available for market participants to sell at a price of $18.30,108.0,2026-02-01 05:36:35.060581,ELEC-day2,0.0,0.0,0.0,,,,,0.0,0.0,0.0
11,3,149,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $17.65 and $22.65.<br><br>There will be 804 contracts available in the entire ELEC market, 402 contracts for buying and 402 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent",108.0,2026-02-01 05:36:35.060581,ELEC-day3,0.0,0.0,0.0,,,,,0.0,0.0,0.0
10,3,1,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to SELL electricity into the local market.,108.0,2026-02-01 05:36:35.060581,ELEC-day4,0.0,18.3,18.31,402.0,402.0,,,0.0,0.0,0.0
